Username,Name,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,Views
@kimjvncott0n,yoon jay,10 Jan,the struggle to not buy and the obsession of buying new phone case is just .... i want to  buy a new phone case but im going to upgrade my iphone next month so it will be such a waste to buy a new one now BUT STILL I CANT CONTROL IT ,,,,
@Joker1248005737,Joker 123,9 Jan,"I want to  buy a flagship - s23 ultra or IPhone 13 Pro 
I currently own an IPad Pro M1 and I am a M.B.B.S. student won’t be able to upgrade for atleast next 4 years
Priority Is camera Image quality and decent battery backup
I am comfortable with both Android and IOS @GyanTherapy ",,,,
@Kursika55285370,Kursikayu,9 Jan,@freecashcom ,1,,,28
@HemantPatil0638,Hemant Patil,9 Jan,This is amazing offer I want to  buy 3 iphone for my family and this is the perfect new year gift #CrazyDealsoniPhone ,1,,,25
@toyinomotoso,Toyin Omotoso (NG),9 Jan,""" I want to start affiliate marketing"" but I don't have enough money. Please help me""

How about you help yourself? Find a way to earn some money and keep saving till you have what you need.

We know if it is one girl who asked you to buy her iPhone now, you will find the money. ",,,,
@DutchAgorist,Agorist Farmer in Portugal,9 Jan,@DutchAgorist @SamBell40438371 and 2 others ,2,,1,26
@MenelisiMhlong3,Menelisi Mhlongo,6 Jan,@Giftoiza ,,,,50
@cinnamonpapi_xo,Cool Geo Winter,5 Jan,Might buy  iPhone storage cause I want to finish the music I make on here ,,,,347
@TheRealAB_TECH,••Big Meech••,5 Jan,@sportingking365 ,1,,2,268
@de_hairymahn,Dhεrrick Dε Hairyman,5 Jan,"How much is now Kidney? I want to  buy  iPhone 14 for my new girlfriend.

Guys help me.... ",,,,
@dolcecheol,ًcheol's gf,5 Jan,i want to  buy this phone case pls kaso wala akong iphone ,,,,124
@sushislut6969,addy,5 Jan,there are so many iphone games i played as a child but can’t remember the names of or if they are even still available to buy . i want to game so bad ,,,,
@ac_yabs,Miggy,5 Jan,"I want to  buy a digital watch (First timer) and I am an iphone user
undecided: 

or any suggestions… ",,,,110
@Ibedavidchu,Ibe David,4 Jan,@reggienaljunior and and @RealChiefPriest ,1,,,18
@kenneth422521,Lim p⁰p⁰,4 Jan,Eljaboom elonmusk i want to  buy  iphone 14 pro with your dogecoin ,,,,
@mileycyusa,Danny,3 Jan,Should I buy the iPhone 14 Pro Max?  I want to so bad and there’s a nice deal rn to save money on it ,,,,
@Olorato___,Olorato,3 Jan,@Hottiie_Spaiinn ,1,,,74
@Tiwalola21,Bukunmi,3 Jan,I want to feel among now I don buy  iPhone I don’t know how to use it ,,,,
@diorpjjk,"‘ , on the street, yoongi day!",3 Jan,i want to  buy  iphone BWHDGJDHFKWHF ,,,,
@arh_k6,clown,2 Jan,I want to  buy  iPhone with my own money but once I earn some  money I start giving presents to most random person on this planet ,,,,
@alphaxrouge,alphaxrouge,2 Jan,@IndianTechGuide ,2,,2,988
@Ayodeji_SNM,Makinde Ayodeji,2 Jan,@Ekitipikin ,1,,,62
@SemGosnath,Gossnar purty,2 Jan,@theapplehub ,,,,3
@MAGAJEE_JR,M A G A J E E_JnR 14,2 Jan,@theapplehub ,,,,13
@aina2az,愛奈,2 Jan,"Apple store is very crowd now. I want to  buy  iPhone Pro max, but I have to wait here long time . ",,,,
@hazelluvdy,talia✧ comms open!,1 Jan,"goal: i want to  buy a new phone. the one that i have is a huawei and it's so old, it keeps lagging and i cant anymore with it. and my parents won't help me out. i know an iphone its a lot of money, but slowly, ill make it. only if yall can help me so please check out my kofi ",,,,
@DX18990110,砕牙様の扱い者DX,1 Jan,@tarina1207_ ,1,,1,29
@RAVINDE75756931,RAVINDER SHARMA,1 Jan,"@tim_cook : Sir, I am Ravinder Sharma from India. Recently three days ago I purchased a Samsung A33 5 G new model at Rs: 26,000. Now I want to  buy Apple iPhone by exchanging my samsung Galaxy phone. Please guide me on TV this matter. ",,,,
@Igboanugo003,Vincent$$,31 Dec 2022,@prett_Ama ,,,,12
@1sdkid,Dr. G,31 Dec 2022,"@apple  I want to continue to buy iPods, but I won’t buy another iPhone , so the ball’s in your court ",,,,
@MdSaifsidd,Md Saif Sidd,31 Dec 2022,@VltSentinel ,2,,,89
@damd187,Adam Campbell,31 Dec 2022,@zach99645985 @FritzSchatti and 4 others ,,,,14
@aisha1ila,Aisha Salihu,31 Dec 2022,"I want to  buy  iPhone 5 but no one will agree to bring it so that I can pay they insist that it's payment before delivery
But I am holding the money and I am going to pay but they don't believe
Who is willing to bring it to me andirectly I will pay ",,,,
@simeiguy,Simeiguy,31 Dec 2022,"Ok I am bored. I'm just gonna list down things I want to have and buy by the end of 2023

- iPad (for my art&design works)
-an iPhone - iMac
-iwatch

All gonna be I because it's time to focus on myself! Gittheww ",,,,
@MR_Martynas,Martynas P.,31 Dec 2022,@Apple  @AppleSupport  @tim_cook  I want to  buy  iPhone 14 pro?  When will I be able to purchase it in Lithuania? ,,,,
@CarlosWazowski,CW’,30 Dec 2022,"SO IF I WANT TO  BUY AN IPHONE 14 PRO MAX AT @VERIZON , THEY FORCE ME TO BUY A SCREEN PROTECTOR AND A CASE. ",,,,
@Danniexboi,Daniel,30 Dec 2022,"@MrBeast i don’t know if you’ll see this but please can you buy me an iphone 13 pro max, i want to use it for gaming because my phone gets too hot, im a fan from south africa ",,,,
@d_j_stein,Dylan Stein,30 Dec 2022,"i want to find out how to buy a solid state lidar for mounting on things… then it hit me, isn’t there one on an iphone … ",,,,
@_Enemali,Governor,30 Dec 2022,I want to  buy an iPhone 5s again. ,,,,
@huy_do5,Huy,30 Dec 2022,Why Nature Son still use an iPhone 5c and I want to  buy one too. #chaeyoung  #twice ,,1,3,317
@wikemiley,Mike Wiley,30 Dec 2022,"I’m fine with my IPhone listening when I say I want to  buy a thing, but can you please stop showing me ads after I buy said thing. ",,,,
@zabolotnyi_igor,Igor | Supply Director for underlays flooring,29 Dec 2022,"I want to  buy an iPhone 12. 
Apple - why is there no representation in my country ?  
Why is there no http:// website? ",,,,
@iamjeddee,J E D D,29 Dec 2022,"I want to  buy a new phone just for the reason na ayoko na talaga ng malaking phone. I am currently using an iPhone XS Max and it’s either iPhone 14 Pro for me or wag nalang E walang budget, so wag nalang. ",,,,
@enekoflow11,eneko,29 Dec 2022,iPhone 14 256 G is sold in its sealed box reasons I want to  buy a pc and I have the iPhone 13 is sold at € 750 ,,,,250
@toinon75,Antoine,29 Dec 2022,@CarlBMenger ,,,,26
@tallben17,Benjamin Chukwuemeka,29 Dec 2022,@vipvendor ,1,,,368
@PutFbIcbJlGOVtB,qwe,29 Dec 2022,@carx_technology ,1,,,72
@_Katty_McBowie,Katty♔,29 Dec 2022,"Suddenly was paid more than expected (2 times more), I guess that's for night work and just for being a good journalist this year (was told I would get a bonus). I want to  buy an IPhone as I haven't done it in March because of prices.

So my question: Iphone 11 or Iphone 13? ",,,,
@ImThulasi05,thulasinadh,29 Dec 2022,@geekyranjit sir i want to  buy pixel 6a . 3 things holding me from buying this is 1. About heating issue 2. Network reception while travelling 3. Battery especially on mobile data . If battery sot is 4hrs is it better to buy  iphone 12mini ,,,,
@LaraCro92,Lara Croft,28 Dec 2022,@username_1835 ,,,,22
@flakushis,No Me Odies Por Ser Flaca,28 Dec 2022,@VerizonSupport ,,,,
@WaitCapital,Wait Capital,28 Dec 2022,@Seriouslyshallo ,,,,23
@XULQIMOON,XULQI MOON,28 Dec 2022,That's because I didn't buy  Iphone 14 Pro Max I did learn how Steve Jobs came with the idea of Iphone though. He was high on LSD when he thought of it. I want to try LSD too but it will probably inflate my depression rather than creative thinking. ,1,,1,283
@usmanaay1,Usman,28 Dec 2022,"My only reason why i want to  buy an iphone ??
Just want to get rid of this 'Update Pending' notification.
Itni toh rozana movies release nahi hotin jitnay yeh android walay apps kay update bhej detain hain. FAZOOL ",,,,
@OlaOla58306537,Drawlord,28 Dec 2022,@Ekitipikin ,1,,,96
@Emmanuel6447,jbpual,28 Dec 2022,@metuchizzy ,1,,,32
@DoctorKtak,Dr_Khaey||Key To All Knowledge,28 Dec 2022,"You want money to buy the latest IPhone , designer clothes, nice cars and big houses. I want to build wealth to change my family's status for generations.

We are not thesame bro, we are completely different because the mindset varies ",,,,
@rmiracle252,Riley Miracle,28 Dec 2022,"@elonmusk your losing a lot of money and customers not allowing us meager android users to get the premium twitter check mark. I want to support you,  your cause,  and I pick the lesser of the two evils, Google Android over apple iPhone .  Make a phone and I will buy that to. ",,,,
@kodiak149,kodiak149,27 Dec 2022,@springsteen ,2,1,2,427
@TheBigOmi,IdeaGuy,27 Dec 2022,I want to  buy loads of nft.  I know how to fix iPhone but finding good deals is tuff ,,,,
@karlnando,krill,27 Dec 2022,"I want to  buy an iPhone , even though I am a long time Android user. Capitalism is burrowing into my brain. ",,,,
@DrHeloany,Si,26 Dec 2022,@Jayecane ,1,,,18
@cipo_88,riccardo cipolletti,26 Dec 2022,"@limneos  I want to  buy MusicTransport on an old Iphone 5 with 10.3.4 but say is not supported in my IOS version.
What is the latest supported version? ",,,,
@NimishKapoor13,Mxrgarita.,26 Dec 2022,@ArpitNahiMila and and @TechyWizard_18 ,,,1,16
@gertbfrobe22,alejandro.,26 Dec 2022,Last night when I said “ I want to  buy something” I didn’t mean for my phone to take that literally and almost explode on the charger lol. Anyways. Sent from my new iphone 14 ,,,,
@anisyuhadah_,nis,26 Dec 2022,"mental gila bila fikir if i want to  buy  iphone cash, kalau simpan 100 per month, 4 tahun baru boleh beli fuh ",,,,
@GetRichSakib,Noforehead,25 Dec 2022,@adinross ,,,,11
@Glory_day247,GloryDayCityBoy,25 Dec 2022,@BETFUSE1 @don_bash_yN and 4 others ,,,,
@SandstromKalle,Kalle Sandström,25 Dec 2022,@adinross ,,,,4
@SandstromKalle,Kalle Sandström,25 Dec 2022,@adinross ,,,,5
@nlvsd,hhh,25 Dec 2022,@adinross ,,,,7
@Maeee2414,mae saw enhypen,25 Dec 2022,legit ~ i want to  buy an iphone before enha concert begins!! ,,,,
@NussbaumKen,Ken Nussbaum,24 Dec 2022,@meghan2y ,,,,10
@luchocecchini,Lucho Cecchini,24 Dec 2022,@GrantCardone and and @elonmusk ,3,2,3,1186
@burrata__boy,Come at Me Bro,23 Dec 2022,@bryanoropeza10 @Sxycsr and and @Chaosxsilencer ,,,1,67
@NadixOgoke,Ogoke Nadix,23 Dec 2022,@elsavanilla ,,,,346
@Femipelumii,Oluwapelumi,23 Dec 2022,"Not me going to ask for the price of this iPhone and I’m hearing big money just cos I want to upgrade my phone So where are all these student girls seeing money to buy that kind of exorbitant amount of phone?
Maybe I’m just broke sha ",,,,
@Basketball_Tipx,Basketball King,23 Dec 2022,I want to  buy a new iPhone 12 Pro Max for a follower Who could that be? ,,,,
@Ronydas236501,Rony das,23 Dec 2022,@princesolee1 ,,,,28
@shanu97762018,shanu,23 Dec 2022,@princesolee1 ,,,,34
@DanielAguerojr9,Daniel Aguero Jr,23 Dec 2022,@princesolee1 ,1,,2,465
@kepciiblink,치킨 kepciihoho,22 Dec 2022,I want to  buy blackpink @Casetify unfortunately i don't have an iphone . Should i buy one? ,,,,
@PerwejA38073190,Perwej Alam,22 Dec 2022,@princesolee1 ,5,,,1077
@AhmadZehran,Zehran Ahmad,22 Dec 2022,@tehseenp and and @mvadera ,,,,13
@MaDhlomo_,gqimm shelele,22 Dec 2022,I convinced my mom to buy that kid that didn’t want to go to church an iPhone . Only because I want to FaceTime with my baby. ,,,,
@NsubugaAbraham,NSUBUGA ABRAHAM,22 Dec 2022,Twitter message iPhone 14 Pro Max https:// one14promax …  I want to  buy this mega device but can't find the shop ,,,,13
@ApnishKumar,Apnish choudhary,22 Dec 2022,"In 2023, I want to  buy an iPhone . But since I have seen nothing, it is a different kind of fun. @getpeid ",,,,
@Maeee2414,mae saw enhypen,22 Dec 2022,i want to  buy an iphone but idk ,,,,
@ViridianOnyx,Jonathan,22 Dec 2022,@ViridianOnyx @NoPicturez and 5 others ,,,,19
@ZappiaBrandon,,22 Dec 2022,@J3nRa1n ,,,,17
@clearlysid,Siddharth,21 Dec 2022,@WeirdoWizard ,3,,6,590
@AkanmuAdemola5,Akanmu Ademola,21 Dec 2022,@MrBeast ,1,,2,115
@rhlkumar900,Rahul ਰਾਹੁਲ,21 Dec 2022,@ManojSaru and and @nothing ,2,,1,972
@tonyaskit,G.,21 Dec 2022,@ghettogospell_ ,1,,1,201
@sheeneries,Sheen,21 Dec 2022,I want to  buy a mirrorless camera kaysa new iPhone hahahahaha ,,,,
@GabbydaddyTj,Coach TJ,20 Dec 2022,Me and Gabby on the way to school I asked her what does she want to get her teacher for Christmas? Why this  Lil girl say “ i want to  buy my teacher a new iPhone she always saying she need a new phone  daddy “ ,,,,
@kimlulawe,𝔻𝕣. 𝕂𝕚𝕞 𝕃𝕦 𝕃𝕒𝕨𝕖,20 Dec 2022,@PrincipalRoRod @shirin_kassih and 5 others ,1,,1,68
@Bosu_09,Oboe_money,20 Dec 2022,I want to sell my iPhone and buy Christmas hair for my girlfriend. ,,,,
@xinghe19178858,xing he,20 Dec 2022,"Can anyone do charity and give me $2000? Because I am a Chinese, the iPhone in the United States cannot be used in China, I want to  buy an iPhone 14 pro max 1TB in China, does anyone do charity, I have an international bank card ",,,,
@sammykwame99,M͟͟a͟e͟s͟t͟r͟o͟ O͟b͟a͟f͟e͟m͟i͟ S͟K͟,19 Dec 2022,Please who will buy me an IPhone ? I want to use one.. Thank You!  @J23app  @iPhone_News  @iPhoneTeam  @sarkodie  @shattawalegh  @wizkidayo  @manifestive  @blacksherif_ ,,,,
@ali_xaidi,Ali Xaidi,19 Dec 2022,@SharafDG ,1,,,35
@AjayPra93179562,ajju p,19 Dec 2022,"Guys I want to tell you please do not purchase or buy  iPhone ,because if they are lost no one can track them ",,,,
@WealthEvangelis,Wealth Evangelist (π),19 Dec 2022,@Brianmanpi @Picameroon and 2 others ,2,2,4,119
@johnpack1987,John Charles Pack,18 Dec 2022,@Apple is it possible to buy an iPhone without a carrier because I want to upgrade my iPhone but not carrier ,,,,
@HabeebAkanji90,Habeeb Akanji,18 Dec 2022,I want  to  buy I phone 8plus or iPhone x if you want sell please call this 08097580934 ,,,,
@okaiyartey_,nii,18 Dec 2022,@Cobratate ,1,,1,198
@Esh1305,𝕰,18 Dec 2022,"Buying an iPhone isn't a life changing purchase other than making spoilt runts feel special about their otherwise pathetic lives. I could buy one if I want to , but I'd rather give that money to the poor who won't even be able to afford a Nokia. ",,,,
@iyiola_abraham8,Iyiola Abraham,18 Dec 2022,@_niyeeei ,1,,,14
@Totospaco7,Totospaco,17 Dec 2022,I want to sell my iPhone and buy Christmas stuff for my girlfriend. ,,,,
@AltafHu73366344,Altaf Hussain,17 Dec 2022,I want to  buy i phone 13 but my financial problem  #iPhone   #iPhone13ProMax  #SteveJobs ,,,,61
@jujutsuNobara,Arewa,17 Dec 2022,@Abba_NaAllah and and @AyomideSZN__ ,1,,,129
@TrivediYagnesh9,Yagnesh Trivedi,17 Dec 2022,"#Bologuruji  @TechnicalGuruji Hello Guruji, I want to purchase new phone with budget upto 50,000. Should I buy  iphone 12 now or wait sometime and purchase iphone 13 in Flipkart or Amazon Sale. ",,,,
@CynthiaGGGGGGG,Cynthia G,17 Dec 2022,@WholeMarsBlog ,,,,12
@iamBwoiWonder,Bwoi Wonder,16 Dec 2022,@TheSilvapr ,,,,255
@ZeenatSuleiman,زينة,16 Dec 2022,Sorry it means who wants to buy  iPhone I heard android users can go on spaces so I want to sell my phone to buy android ( iPhone 5+) ,,,,
@GodspowerOgemdi,Bube of Lagos,16 Dec 2022,@yabaleftonline ,16,10,243,32.7K
@sammiemanini1,Sammie Manini,16 Dec 2022,@KagutaMuseveni @HassanSMohamud and and @WilliamsRuto ,27,15,168,7294
@ibrahimraimi_,Ibrahim,16 Dec 2022,@AdioOlamilekan7 ,1,,1,44
@ourdear7,❀ 𝒄𝒊𝒄𝒊⁷ 𝑌𝑜𝑜𝑛𝑔𝑖’𝑠 𝐷𝐴𝑌,16 Dec 2022,I want to  buy a new purple iPhone next year. My memory storage cannot handle all the Bangtan pics/video coz it’s only 32g iPhone 7 Plus I got in 2019 ,,,,
@KobbyKlik,Kobby Klik,16 Dec 2022,@ForLinkin ,2,,,30
@NMpeqeka,MaRhadebe,16 Dec 2022,I want to go buy  iPhone kodwa I’m lazy. ,,,,
@sixnema,vinnie,16 Dec 2022,"next week i'm probably going to buy a new iphone because this one is truly dying as you can see i have too many things going on rn, so yes i decided to take a break. i want to focus on my rl for a while, i hope you can understand this.

love, vinnie. ",,,,
@BTT010204,rob m. if ur blocked I dont like you.,15 Dec 2022,I have an iPhone 13. I think I want to  buy a backbone. Is it worth it ? ,,,,
@INoaGuyWho,Bang,15 Dec 2022,@_nsprod @dalevon_digital and and @dalast1woke ,1,,,
@Mshine40,M.shine Wsm,15 Dec 2022,@yabaleftonline ,,,12,
@chickweed79,EIRENE SULTAN,14 Dec 2022,"told my partner my iphone XS screen pecah and I want to  buy new one. 
he said don’t waste money, just take his iphone 13 cos he getting iphone 14.
who wasting money now ",,,,
@mv_saisaran,Sai Saran,14 Dec 2022,@geekyranjit ,,,,
@Shinani_10,Shinani,14 Dec 2022,"I want to do Yahoo! I don buy big polo, big trouser, iPhone , laptop and bleaching cream abeg wetin remain ",,,,
@anthraxxe,Viktor Anthony,14 Dec 2022,I will be travelling to the US in few days and I want to  buy an IPhone 14 pro max from there. How to get tax refund? via /r/ iphone ,,,,
@BasqueFox,Basque Fox,14 Dec 2022,I will be travelling to the US in few days and I want to  buy an IPhone 14 pro max from there. How to get tax refund? via /r/ iphone ,1,,,
@Faizankhan554,Faizan Khan,14 Dec 2022,i want to  buy  iphone 14 pro max for which i have pi coin if any one can give me iphone with pi coin dm me #PiNetwork  @PiNewsMedia  #iPhone14ProMax  #iPhone14Pro  #PiNetworkMarket  #iphone ,,,,
@agnius,Agnius,14 Dec 2022,@twinfolktech and and @valismind ,,,,
@CaneteHannan,Edward Canyete Hannon,13 Dec 2022,@MadisonCarly26 and and @MadScientistFF ,,,1,
@MufassirMamun,Mufassir Al Mamun,13 Dec 2022,@StevenP015 ,,,1,
@VonPhartdangler,Von Phartdangler (Martin),13 Dec 2022,@ShaunAshmore2 ,1,,1,
@aayeshataj,Zartaaj,13 Dec 2022,"I want to gift someone iphone 14 on the upcoming birthday !
Daraz isn’t allowing me to buy on instalments as it requires 3.7 lacs credit limit !
Can anybody know any shop who sells iphones on installments ? ",,,,
@theemeanbratt,des.,13 Dec 2022,As bad as I want to go to future concert I don’t like his line up think I’ll just buy my iPhone instead. ,,,,
@Faizankhan554,Faizan Khan,12 Dec 2022,i want to  buy  iphone 14 pro max for which i have pi coin if any one can give me iphone with pi coin dm me #PiNetwork  @PiNewsMedia  #iPhone14ProMax  #iPhone14Pro  #PiNetworkMarket  #iphone ,,,,
